数据分析,特殊陶业实业（上海）有限公司,"1、对销售业务各节点的数据进行收集、统计
以人为本，以效益为重，以市场为先是中财集团始终不渝的经营信守。中财的中是雅，中财的财是俗。俗不伤雅，雅不避俗。既重成本，重市场，但更拥有中财自己的人文高度。既剑气逼人，立马横刀，但更守望于风骨高洁，正理正义，正道直行。我们是剑胆琴心的中财。我们是雅俗共赏的中财。
作为中财人，我们将坚定奉行“九缺方圆，和而为一”的发展理念，秉承“诚实、认真、谦让”的中财精神和“正、勤、苦、勇、严”五字诀为主要内容的企业文化，统率万余名员工，勇闯一条具有中财特色的持续发展之路。
辉煌中财，世纪永恒！"
数据分析师 (职位编号：88),深圳市同和信息技术有限公司,"1、熟悉Hadoop生态系统组件，如：Hive、MapReduce、Spark等；
3、负责过大型数据平台或数据仓库设计，具有扎实的大数据和数据仓库的理论功底；
4、掌握一定的数据质量管理方法论、评估模型设计、质量报表设计，能够根据数据质量要求制定数据质量探查规则并进行实施；
5、熟悉财经、供应链、销售等业务流程
6、掌握一定元数据管理方法论、元数据管理设计。
7、能够围绕业务和产品特征建模并解决实际问题；
8、有华为/中兴/美的等制造业企业数据仓库建设经验的优先考虑
熟悉数据建模方法论会编写SQL，有做过数据分析师经验者优先考虑
职能类别：
数据分析师
关键字：
大数据分析数据分析师sql
微信分享","    深圳市同和信息技术有限公司是一家专为金融、电商、移动互联网等行业客户提供优质软件服务的领先的全方位IT咨询服务及行业解决方案提供商，公司始终坚持以客户服务为中心，帮助客户构建先进的IT系统快速增强核心竞争力。

    同和软件提供应用软件定制开发与维护，IT技术服务外包、系统运维支持服务，同时涵盖IT规划咨询和解决方案服务，代理销售软件产品实施服务。业务范围涵盖咨询、产品研发、信息技术服务、系统集成、业务流程外包等服务，公司依托集团公司雄厚的基础设施和行业实力，整合引入一批行业内实施经验丰富的技术人才和业务专家，凭借行业经验和全方位的专业技能，具备灵活的现场技术服务能力和强有力的离岸交付能力，在多年实践中形成了软件外包合作成熟度模型，根据需求态势与合作价值预期为客户提供团队派驻服务、项目外包服务、离岸交付中心、全球服务中心四个级别的服务模式，为客户提供即时、贴身、高效、优质的服务。

    同和软件聚焦客户高效运营及商业价值***化，致力于客户核心价值的提升及战略蓝图的构建，与全球客户展开深度合作，形成了360度全方位战略合作共赢模式，与客户在战略上紧密契合，以实现卓越运营、市场领航、持续创新为目标，为客户带来独特的价值体验。

    同和软件遵循全球***的质量和安全标准，实施严密的安全措施，拥有完善、成熟的管理和开发流程，获得了CMMI 3、ISO 20000、ISO 9001、ISO 27001一系列资质认证，并凭借深厚的行业专长和成熟的行业实践、国际化的精英团队和完善的人才管理、完备的全球化交付和无缝的客户服务网络以及无处不在的创新精神和非凡的创新实践，助力全球企业尽享安全智能的科技革新所带来的卓越运营，为客户持续创造关键价值，实现差异化服务战略"
数据分析师,河北视窗玻璃有限公司,"1、收集、处理、分析公司的数据形成改善决策，以改善质量、提升效率；
2、建立、完善数字化升级需要的管理制度和技术标准规范；
3、参与研发和生产改进相关的数字化工作，建立公司的知识库、图谱；
4、组织公司骨干利用工艺知识和数据分析进行质量改进和技术攻关；
5、参与公司大数据平台的建设和分析维护；
6、培训公司骨干使用数据分析工具和解决问题的技能。
任职要求：
1、本科及以上学历，数学、物理、统计、自动控制等相关专业；
2、三年及以上相关岗位工作经验；
3、有较强的逻辑思维和数理统计功底；
4、有工业制造和数据分析方面的编程能力，把实际问题转化为自动化程序加以解决；
5、有玻璃、钢铁、石油化工等流程行业工作经历和数据分析经验；
6、有一定的沟通、培训的功底，能带领人员协助和学习提高。
职能类别：
数据分析师
关键字：
数据分析统计
微信分享","    河北视窗玻璃有限公司，是南玻集团专业生产电子信息显示超薄基板的全资子公司，隶属于南玻集团平板玻璃事业部。公司总投资6.8亿元人民币，占地335亩，坐落于河北省廊坊市永清工业区。公司距北京市区55公里，距天津市区60公里，距首都机场80公里，距天津新港100公里。
    公司将建设两条150t/d全氧燃烧电子信息显示超薄基板生产线，开发、生产、销售各种超薄电子基板（包括TFT-LCD玻璃基板、TN-LCD玻璃基板、STN-LCD玻璃基板、CSTN-LCD 玻璃基板、OLED玻璃基板、太阳能玻璃等）。
    公司有着完善的质量技术体系，有着一支执着拼搏、永不言败的职业化团队，有着环渤海地区良好的市场发展前景。公司将继续秉承南玻集团“求实、创新、团结、高效”的南玻企业精神，坚持持续改进的理念，以科学的管理、优质的产品、一流的服务回报广大客户，力争打造一个立足河北、面向全国、国际一流的超薄电子基板生产基地。"
外业数据采集员,武汉讯图科技有限公司,"1、GIS、测绘、土木工程等相关专业
2、熟练掌握测绘相关仪器：全站仪、GPS等测绘仪器。以及相关的操作软件CAD、CASS
3、能适应中短期出差，服从领导安排，具有上进心，有团队协作精神，项目上要有责任心，保证生产质量。
4、有相关经验者优先考虑。
职能类别：
测绘/测量
关键字：
全站仪、GPS
微信分享",武汉讯图科技有限公司是吸引武汉大学测绘遥感信息工程国家重点实验室技术力量成立的高新技术公司，公司主要从事航空影像主要是无人机低空影像后处理技术研究、软件研发与数据生产。公司依托武汉大学测绘遥感信息工程国家重点实验室的科研和技术优势，以自主产品和专业服务为客户提供无人机遥感数据的获取、专业无人机数据处理软件、地图数据生产与服务等应用整体解决方案。
数据分析师,成都天奥集团有限公司,"岗位职责： 
1.独立/合作完成客户的算法建模、数据分析项目，涉及与客户沟通需求、需求梳理、方案设计、实施及落地； 
2.沉淀分析思路与框架，提炼数据产品需求，与相关团队协作并推动数据产品的落地； 
3.与其他部门同事共同设计数据分析平台，建立数据分析的监控，流程，规范和方法 。
岗位要求： 
1. 统计、计算机、信息、数学等相关专业本科及以上学历； 
2. 2 年以上数据分析/算法建模工作经验，独立/主导完成至少一个完整的项目落地； 
3.可熟练使用python 完成工作，代码编写规范，兼顾效率；熟悉数据库查询技术，SQL或者 HiveQL； 
4 .熟练独立编写数据分析报告，及时发现和分析其中隐含的变化和问题； 
5. 自我驱动，强烈的责任心，逻辑思维能力及学习能力强；
6. 可接受适度的出差安排。
职能类别：
数据分析师
微信分享",天奥集团以电子信息产业为核心，依托十所雄厚的经济基础和技术资源，形成了以海事电子、通信导航、时间频率、微波、自动化测试、安防监控及软件为重点的产业布局，拥有自主知识产权的海事电子系统及设备生产线，掌握通信导航领域的高精尖端技术并形成规模化生产，是国内***一家拥有从时间频率器件、部件、整机到系统产品的大型企业，也是国内拥有时间频率产业链最完整、综合能力***的单位。
数据量化建模分析师,诺贝尔曼（上海）电子商务有限公司,"1、 利用数学概率统计、机器学习相关算法建模，预测各大商圈租金、人流、营业额、业态等零售决策变化；
2、 基于模型预测进行量化推荐。
岗位职责：
1、 利用数学概率统计、机器学习相关算法建模，预测各大商圈租金、人流、营业额、业态等零售决策变化；
2、 基于模型预测进行量化推荐。
岗位要求：
1、2019年以后毕业的硕士、博士，数学与应用数学/统计、计算机相关专业，有扎实的数理统计基础，参加过数学建模大赛、有过机器学习项目经历、熟悉模型参数的调优者优先；
2、有一定的编程能力，至少熟悉python、R、spss或matlab等其中一门软件；
3、有如下特质者优先录取：
  （1）有领先的学术成果或学科竞赛、ACM-ICPC获奖
  （2）熟悉模型开发和概率统计，能够灵活思考运用理论解决实际问题
  （3）爬虫项目经历
  （4）具有自我驱动能力和结合多学科的学习能力
  （5）对商业有浓厚的兴趣和敏锐的嗅觉
4、本岗位作为公司重要的专业岗位，对具有特殊才能的优秀人才提供优厚的待遇，***。
职能类别：
数据建模工程师
关键字：
算法建模
微信分享","使 命：让开店变得更简单。
愿 景：为100万+商家提供高质量的开店咨询服务，覆盖中国大部分城市。
优 势：
  服务客户――ADIDAS、SEPHORA、KFC、麦当劳、星巴克、BURBERRY、嘉里中心、尚嘉中心、上海建工、新世界集团等行业头部企业
  核心技术――发明专利“一种沿街商铺的租金评估模型” & 20多项软著
  团队――商业专家+互联网头部上市公司大咖+一群有拼劲的年轻人
创始人寄语：“一切商业地产交易的原动力来自于租金收入”，这句话体现了租金收入在商业地产领域的重要性。从1995年进入商业地产领域以来，见证了其高速发展的同时，也深刻感受到了数据时代的来临，拥抱商业大数据是商业继续健康快速发展的必经之路。
  中国的商业仍处于高速发展期，诚邀具开创精神和不畏荆棘之士，共同埋头苦干，通过一些基础性研究工作，一系列建模、算法等为客户提供专业、科学、合理、定制化的服务，这必是一条充满荆棘与挑战的路，但世无艰难，何来人杰！"
Data Processing Specialist（数据处理专员）,核聚信息科技（上海）有限公司,"本职位需在基础客服岗培训轮岗半年。
职位描述：
1. 与IT维护和开发部门合作，积极参与公司项目数据库的发展与维护；
2. 主动提出建议完善项目流程及公司数据平台功能，并跟踪、检验开发的成果；
3. 监管公司项目不同层面的操作流程；
4. 及时发现项目问题点并反馈到IT维护和开发部门，协调该部门与客户服务部门的合作，找到解决方案，并追踪执行度；
5. 全面性了解所有的产品与服务，支持客户服务部解读和分析客户需求，及时解决问题；
6. 从客户端角度，对于系统功能建立参考文件；
7. 协助文件的检阅、扫描、记述和确保邮寄出所有来的文件；
8. 必须扮演起IT开发部门、市场营销部、公司和客户服务部的信息中心角色。
职位要求：
1. 2年或以上系统、客户的工作经验，有IT或财经行业背景者优先；
2. 敏锐的观察力，做事认真负责，较强的独立解决问题能力，能够承担一定压力和风险；
3. 沟通能力强，有耐心，有较强的客户服务意识；
4. 优秀的英语听、说、读、写能力；
5. 熟练掌握办公室软件(如:word、excel、project等)；
6. 良好的文字表达能力。
职能类别：
数据运营
关键字：
数据处理数据统计数据分析
微信分享","核聚集团（The Core Group）是全方位跨国金融服务集团，由美国矽谷的金融与科技人士共同创立，营运据点横跨北美与大中华地区。集团致力于发展金融科技（FinTech）并结合专业金融人才，提供给客户便捷、安全的金融服务。
核聚集团及其相关企业经营业务包括员工激励计划（Employee Stock Option Plan /Employee Stock Purchase Plan）、投资顾问、证券交易、保险规划、信托等。客户更遍及北美及亚洲，产业包括电子商务、社交媒体、化工、汽车、半导体、软件开发。核聚独具的服务模式已累积了丰硕的成功经验，并获得全球合作伙伴的信赖，更曾获得金锋奖、年度十大杰出企业等奖项。
我们的团队由来自不同领域的国际菁英组成，以***的金融专业及云端技术为基石，整合集团资源，并将追求「专精专注」与达到「尽善尽美」的理念贯彻于客户服务。若您热爱挑战及对金融产业具有热诚，欢迎您加入我们FinTech的跨国团队。

更多资讯请参考：
核聚集团官网 *************
人才招募官网 ************************/


核聚集团提供的产品与服务:

1.员工激励计划（ESOP/ESPP）服务
ESOP/ESPP（Employee Stock Option Plan /Employee Stock Purchase Plan）是欧美企业施行多年的员工激励计划，运用员工认股等方式来吸引优秀人才，并且激励、留任员工。透过核聚自行研发的 MyCoreInfo 平台，企业客户的员工可以在美股或港股市场交易该公司授予的股票选择权，协助企业客户更有效、便捷地管理员工激励计划。我们的企业用户遍及北美及亚洲，目前更拥有超过10万名使用者。

2.弹性福利计划服务
核聚的弹性福利计划 CoreBenefits 提供的服务包括个人与家庭的医疗保险及退休年金计划，企业经营上的员工团险及各种商业保险规划。其中多样化的员工弹性福利及薪酬奖励方案，员工可以依照个人需求选择其偏好的项目或方案，协助企业增加员工满意度，保留并吸引人才。

3.智慧投资理财
核聚自行研发的MySamrtAdvisor智慧投资理财平台为用户提供在线交易境外基金商品。精选数百档环球海外基金，提供友善接口协助客户在网上快速、有效率地投资基金并聪明规划理财，亦有资深投资顾问提供专业咨询。
我们运用集团及其相关企业在国际金融市场的专业，依据客户需求量身订制完整的理财计划，整合配置多元化的商品组合，实现客户资产投资国际化，并成为持久承传的财富。"
临床数据管理（北京）,深圳市亦诺微医药科技有限公司,"岗位职责：
1.方案审阅，审核或撰写数据管理计划、数据核查计划等相关文档，CRF设计。
2.审核数据库，参与数据库测试、自动或手工核查程序的测试。
3.按照数据核查计划核查数据，在一定时间内完成数据审核，对可疑数据发出质疑。
4.及时与研究中心和临床监查员密切沟通，在规定的时间内解决数据质疑并更新数据库。
5.进行外部数据管理，严重不良事件一致性核查等。
6.准备并召开盲态审核会议，根据项目要求实施数据录入和一致性比对。
7.进行部门培训并提供指导，完成直线经理所布置的各项任务。

任职要求：
1. 医学、护理、药学、流行病学等相关专业。
2. 具备2年以上临床研究数据管理工作经验。熟悉数据管理全流程工作，能独立负责项目数据工作的对外联系，保证与项目组各职能部门的沟通顺畅，有效推动项目按计划时间点顺利进行。
3. 熟悉GCP及相关法规，有EDC使用经验。
4. 能承受一定工作压力，同时负责多个项目的数据工作。
5. 诚实，具有团队合作精神，对待工作有责任心。
6. 具有良好的沟通交流能力，有较强的分析和判断能力。

工作地点：北京市朝阳区雅宝路8号亚太大厦809
职能类别：
临床数据分析员
关键字：
临床数据分析数据运营
微信分享","一、公司简介：
亦诺微医药成立于2015年5月18日，是一家致力于研发新一代基因改造的疱疹溶瘤病毒作为癌症疗法的生物技术公司。公司基于其OvPENS（OV+ Potent, Enabling, Novel & Safe）平台开发建设了一套完整的科学逻辑、研发技术及生产工艺，以支持溶瘤病毒抗肿瘤单药与联合用药的研发及商业化进程。OvPENS平台包括基础研究、专利技术、基因重组技术、生产工艺及商业化分析五大模块，赋能高效、安全、创新的新一代溶瘤病毒的临床前和临床研发。

二、重大进展：
・ 2020年10月10日亦诺微医药入选2020中国大健康产业创新奖***生物医药创新企业
・ 2021年5月28日和6月11日MVR-T3011瘤内注射（MVR-T3011 IT）的临床II期研究分别完成中国和美国的首例给药
・ 2021年7月18日集工艺开发和生产为一体的中试生产车间在深圳揭幕
・ 2021年8月6日疱疹溶瘤病毒静脉给药产品MVR-T3011 IV（亦称T3011）通过中国国家药品监督管理局审核，获准进入临床阶段
・ 2021年8月10日疱疹溶瘤病毒产品MVR-T3011 IV（亦称T3011）在美国完成首例给药

三、获得名誉：
・ 广东省博士工作站
・ 深圳市院士工作站
・ 深圳创新领先生物科技企业20强
・ 首届未来独角兽大赛-深圳站早期组***名
・ 粤港澳大湾区生物科技创新企业50强
・ 星耀榜中国生物医药最具创新力50强
・ 未来医疗100强――中国创新医药榜***00

四、福利待遇：
1、社会保险：员工入职即购买一档五险一金；
2、节日慰问：公司在端午节、中秋节、春节等重大节日为员工发放奖金；
3、假期规定：提供法定节假日、年休假、婚假、产假、丧假等带薪假期；
4、生日活动：公司为当月生日员工举行生日party
5、人性化管理：公司每年举办团建活动，丰富员工的业余生活。

公司地址：深圳市龙华区观澜街道银星智界一期2号楼12层
附近公交站台：M450 电子科大深圳高研院；M510 大布巷居委会
附近地铁站：4号线 长湖地铁站 松元厦地铁站"
数据仓库工程师,太平洋房屋,"工作职责：
1、负责海太屋产品数据仓库的分层设计，模型建设和优化，构建结构合理完善可扩展的数据仓库；
2、负责数据体系化建设，根据开发规范和数据模型设计实现数据开发任务，保证数据质量。
3、负责太屋各类业务数据的ETL设计、开发、优化，保证数据准确、稳定；
4、针对应用系统的数据处理需求，对业务数据进行分析，完成数据仓库的数据抽取、转换和装载过程;
5、参与数据仓库中ETL流程的优化以及数据仓库系统实施过程中ETL相关技术问题的解决;

任职资格：
1.三年以上企业级数据开发经验，熟悉大型数据仓库架构和模型设计，对数据采集及集成、数据建模、数据开发、数据资产管理、数据分析等大数据领域有实战经验；
2.3年及以上数据开发或分析经验，至少有1年大数据开发或分析经验，能完成业务系统中的数据处理工作（数据采集、清洗、汇总、集成等）
3熟悉掌握Hive/Spark SQL开发及性能调优，熟悉基于Hadoop,Hive,Spark等分布式计算平台的数据开发，有较为系统的海量数据性能处理经验；
4.有从事分布式数据存储与计算平台应用开发经验，熟悉Hadoop、spark等生态相关技术并有相关开发经验，具备基于Hive/Hbase/Kafka/Mysql的开发经验； 
5.精通JAVA、Python语言的其中一种或两种，
6.能快速理解业务需求，主动帮助业务发现问题，有良好的沟通能力和极强的责任心，能主动跟进并推进工作。有良好的自驱动能力，定期复盘工作挖掘可优化点。

工作时间：
9:00-18:00 周末双休

工作地点：
上海市徐汇区零陵路583号海洋石油大厦
近4号线上海体育场/7号线东安路站
职能类别：
数据仓库工程师
微信分享","【太屋集团】

太屋集团始创于上海，是一个以“服务于人类居住”为核心的集团化企业。集团立足于房地产服务行业，历经17年发展，企业从房地产经纪、房地产咨询代理、商业招商等业务模块开始起步，逐步发展出资产管理、供应链金融、地产开发、互联网科技、职业教育等全新业务模块，伴随着20多家子公司和5个子品牌的相继成立，企业开始走向集团化发展的道路。太屋集团一直以来秉承“锐意进取，开拓创新”的发展理念，以品质服务赢得社会各界的广泛认可和客户的高度信赖。

多品牌运营，创建地产生态圈
太屋集团旗下拥有【太平洋】和【菁英】2大主力地产服务品牌，形成了太平洋经纪、太平洋房屋、太平洋置业、太平洋物业、菁英地产、菁英置业、菁英物业等众多房地产领域的独立企业；同时，还拥有【太屋网】、【菁铧】、【王典】这3大品牌，分别涉足地产网络科技、供应链金融、资产管理等相关行业；集团业务重心始终围绕着“居住产业”，希望通过多元化、产业化、平台化的发展，从房地产一级市场到三级市场，业务扩展到房地产行业全产业链，创建企业化的地产生态圈。

【太平洋房屋】1994年成立于上海，集团于2004年接手该企业，成为集团旗下的主力企业之一。太平洋房屋作为上海房地产经纪行业协会的副会长企业之一，伴随着上海房地产市场的发展不断壮大。目前，公司业务范围覆盖全上海13个大区，拥有500家线下门店，10000名专业经纪人，年累积交易金额达5000多亿元，市场市占率稳居上海前二！公司历经26年的发展，100多个业界奖项与殊荣铸就了企业发展的历史，其中，上海市白玉兰纪念奖、***蝉联17届“金桥奖”的殊荣等历史荣誉都是太屋人的骄傲。

    作为行业的领跑者和颠覆者，太屋集团整合旗下地产类各项业务，开创【太屋网】这一全新品牌，以“安心托付，幸福满屋”的经营理念，打造全产业链的房地产服务平台，让集团业务从线下向多元化、产业化、平台化方向发展……

企业商学院，孵化企业人才团队
随着集团业务规模不断扩大，企业的人才战略将成为决定集团未来发展的重要指标。2019年，上海太屋教育科技有限公司正式成立，我们集团的商学院――“太屋大学”也孕育而生。
太屋大学，拥有强大的师资团队，以及由行业翘楚和权威专家组成的客座教授团体；建立了课程培训、名家讲堂、拓展训练、全球游学等科学化系统化的教学培训体系，针对行业的不同岗位和职务，开展有针对性的职业教育与培训，为企业人才赋能，共同创造价值。

热心公益，企业向上向善的力量
扶危渡厄，使命担当。太屋集团始终以“成就员工以成就企业，成就企业以回报社会”为愿景，时刻肩负着企业的社会责任，积极投身于公益事业。太平洋爱心基金、阳光之家公益活动、环卫工人“爱心接力站”、红马甲社区志愿者、免费社区便民服务、高考加油站、垃圾分类志愿互动……在此次新型管状病毒疫情的抗疫过程中，集团立即组织捐赠大量医疗物资，火线驰援抗战在一线的医疗单位。在点滴的生活中，太屋人始终用一颗向善之心，让世界多一份美好……

太屋集团，一个有理想、有信仰、有温度、有情怀、有灵魂的集团企业，期待您的加入！"
数据分析员,江苏众亿国链大数据科技有限公司,"岗位职责：
1. 参与数据维度、数据来源渠道的的建立和维护；
2. 对需要开展工作相关的数据进行收集、整理、分类及信息跟踪与反馈，确保数据信息的准确性和及时性；
3. 进行数据的评审、分析，并根据要求输出各类分析报告；
4. 向其他业务域提供数据信息支撑；
5. 完成其他供公司决策参考数据信息的支持；

任职资格：
1、本科及以上学历；2年及以上相关工作经验，有过数据分析从业者优先优先考虑；
2、具备一定的数据分析能力，对数据有敏感，具有较强的PPT和EXCEL技巧，能熟练使用EXCEL，掌握函数、数据透视、 *** 等，熟练使用PYthon优先考虑；
3.良好的沟通能力，文字表达能力，具备较强的撰写分析报告的能力；
4.对数据敏感，有较强的数据分析判断能力；
5、综合素质强，语言组织能力强，做事认真负责，能吃苦耐劳，具有一定抗压能力；

能力优秀者***。
职能类别：
数据分析师
关键字：
分析数据处理统计
微信分享","众亿国链是一家以大数据、云存储、云计算、人工智能等技术研发、生产、

销售的高科技公司，集研发、生产、销售、建立大数据中心等综合服务为一体，核心团队

来自于华为、阿里、腾讯、IBM等国内外一线企业。现阶段主要为企业、个人及广大互联

网用户提供专业级云存储服务器的生产、销售、托管、技术服务和建设大数据中心；并开

发基于分布式存储专项协议下的应用，打造全球分布式存储专项生态社区，推动分布式存储专项生态价值项目应用落地，构建良好的分布式存储专项生态圈。"
数据采集开发工程师.智图,重庆维普资讯有限公司,"负责数据采集工具的开发与优化，负责当前定向采集工具的维护和更新；
负责满足业务需求的数据采集实施与维护工作；根据项目要求合理安排数据采集时间和进度；
3.处理采集后数据的基础分析与整理。
  岗位要求： 
计算机相关本科专业学历，2年以上的程序开发经验。
精通 Python，熟练使用MySQL、MongoDB、Redis等数据库及相关工具；
精通网页抓取原理及技术、正则表达式、动态数据抓取、防屏蔽等关键技术；
熟悉 requests/httpx、Selenium/Playwright、BeautifulSoup/parsel、pandas 等框架
熟悉 TCP/UDP/HTTP 等基础网络协议，有采集开发经验优先；
熟悉 Linux 系统，有 Linux 系统编程经验优先；
* 信奉 Python 哲学：```
优美胜于丑陋，明了胜于晦涩；
简洁胜于复杂，复杂胜于凌乱；
扁平胜于嵌套，稀疏胜于密繁；
可读性很重要！

职能类别：
软件工程师
微信分享","重庆维普资讯有限公司 (Chongqing VIP Information Co.,Ltd.)

    公司创立于1993年，隶属于国家科学技术部西南信息中心，从事数字图书馆行业的数字资源、软件开发、网络信息平台服务。客户遍布全国高等院校、公共图书馆、情报科研院所等。
l、荣获国家科技进步三等奖；
2、中国互联网百强企业；
3、重庆市文化产业示范基地；
4、重庆市电子商务示范企业；
5、重庆出版政府奖获得者公司；
6、国家文化出口重点企业；
7、国家数字出版基地示范企业。

为员工提供丰厚的薪酬福利政策，维普资讯诚邀您的加盟！

社会保障：五险及住房公积金福利
带薪休假：工作年份对应有5-15天带薪年休假
工作时间：五天工作制，早九晚五，周末双休
工作环境：花园式独栋办公楼，交通便利"
